"id","team","year","wins","losses","sos","winstreak","playoffs","playoffNum","oPts","oYds","oPly","oYpp","oFD","oPaCmp","oPaAtt","oPaYds","oPaTD","oPaInt","oPaYpa","oPaFD","oRuAtt","oRuYds","oRuTD","oRuYpa","oRuFD","oTO","dPts","dYds","dPly","dYpp","dFD","dPaCmp","dPaAtt","dPaYds","dPaTD","dPaInt","dPaYpa","dPaFD","dRuAtt","dRuYds","dRuTD","dRuYpa","dRuFD","dTO","oPtsRk","oYdsRk","oFDRk","oPaAttRk","oPaYdsRk","oPaTDRk","oPaIntRk","oPaYpaRk","oRuAttRk","oRuYdsRk","oRuTDRk","oRuYpaRk","oTORk","dPtsRk","dYdsRk","dFDRk","dPaAttRk","dPaYdsRk","dPaTDRk","dPaIntRk","dPaYpaRk","dRuAttRk","dRuYdsRk","dRuTDRk","dRuYpaRk","dTORk","scaleid","scaleteam","scaleyear","scalewins","scalelosses","scalesos","scalewinstreak","scaleplayoffs","scaleoPts","scaleoYds","scaleoPly","scaleoYpp","scaleoFD","scaleoPaCmp","scaleoPaAtt","scaleoPaYds","scaleoPaTD","scaleoPaInt","scaleoPaYpa","scaleoPaFD","scaleoRuAtt","scaleoRuYds","scaleoRuTD","scaleoRuYpa","scaleoRuFD","scaleoTO","scaledPts","scaledYds","scaledPly","scaledYpp","scaledFD","scaledPaCmp","scaledPaAtt","scaledPaYds","scaledPaTD","scaledPaInt","scaledPaYpa","scaledPaFD","scaledRuAtt","scaledRuYds","scaledRuTD","scaledRuYpa","scaledRuFD","scaledTO","scaleoPtsRk","scaleoYdsRk","scaleoFDRk","scaleoPaAttRk","scaleoPaYdsRk","scaleoPaTDRk","scaleoPaIntRk","scaleoPaYpaRk","scaleoRuAttRk","scaleoRuYdsRk","scaleoRuTDRk","scaleoRuYpaRk","scaleoTORk","scaledPtsRk","scaledYdsRk","scaledFDRk","scaledPaAttRk","scaledPaYdsRk","scaledPaTDRk","scaledPaIntRk","scaledPaYpaRk","scaledRuAttRk","scaledRuYdsRk","scaledRuTDRk","scaledRuYpaRk","scaledTORk"
"46","mia","1970","10","4","-6.3","6","Division","2","297","4039","827","4.9","228","159","299","1957","15","19","5.8","100","492","2082","14","4.2","106","30","228","4004","808","5","226","234","403","2551","17","23","6.1","128","387","1453","8","3.8","82","38","11","11","13","23","20","15","10","9","4","3","7","5","8","5","15","16","22","22","15","6","24","2","7","7","13","7","4",NULL,"0","80","20","0","86",NULL,"73","64","38","78.947","54","11","6","28","38","41","55.263","22","84","83","73","68.75","76","24","39","56","33","80","59","95","65","69","58","65","74.286","64","18","33","25","50","33","70","40","40","48","88","76","56","36","32","12","8","24","16","28","16","56","60","84","84","56","20","92","4","24","24","48","24"
"50","cin","1970","8","6","-3.5","7","Division","2","312","3927","831","4.7","210","172","339","1870","12","11","5.1","97","461","2057","16","4.5","100","23","255","4178","874","4.8","236","209","428","2635","18","23","5.8","131","418","1543","11","3.7","87","39","7","16","18","22","21","19","3","19","10","4","3","3","1","9","20","20","24","25","16","6","19","9","9","14","11","5","20",NULL,"0","60","40","24.561","100",NULL,"80","59","41","68.421","34","26","28","21","24","5","36.842","17","68","81","87","87.5","67","0","51","64","74","70","69","64","83","74","63","65","65.714","69","40","42","44","42.857","41","75","24","60","68","84","80","72","8","72","36","12","8","8","0","32","76","76","92","96","60","20","72","32","32","52","40","16"
"63","min","1970","12","2","1.4","3","Division","2","335","3815","881","4.3","225","173","344","2181","12","15","5.8","111","508","1634","16","3.2","98","31","143","2803","814","3.4","168","195","367","1438","6","28","3.5","89","398","1365","4","3.4","68","44","3","19","15","19","14","19","7","8","3","14","3","24","11","1","1","1","10","1","1","2","1","5","5","1","5","1","72",NULL,"0","100","0","67.544","43",NULL,"92","54","73","47.368","51","27","30","45","24","23","55.263","39","93","47","87","6.25","64","28","0","0","36","0","0","47","39","0","0","87","0","0","26","23","0","21.429","11","100","8","72","56","72","52","72","24","28","8","52","8","92","40","0","0","0","36","0","0","4","0","16","16","0","16","0"
"64","det","1970","10","4","3.7","5","Division","2","347","3984","844","4.7","243","167","294","1857","19","12","5.6","107","514","2127","16","4.1","113","27","202","3448","756","4.6","186","194","371","2296","14","28","5.8","112","362","1152","7","3.2","61","44","2","13","4","25","22","7","4","13","2","2","3","8","6","2","2","2","12","16","6","2","20","1","1","4","2","1","76",NULL,"0","80","20","87.719","71",NULL,"98","62","49","68.421","70","20","3","20","57","9","50","33","96","86","87","62.5","87","14","27","30","0","60","18","46","42","53","42","87","65.714","38","0","0","19","7.143","0","100","4","48","12","96","84","24","12","48","4","4","8","28","20","4","4","4","44","60","20","4","76","0","0","12","4","0"
"76","cle","1971","9","5","-0.6","5","Division","2","285","3857","859","4.5","231","188","376","2299","14","27","5.8","127","461","1558","19","3.4","89","45","273","4194","848","4.9","232","156","339","1967","12","24","5.4","100","484","2227","14","4.6","115","40","10","18","13","11","9","14","21","11","15","20","3","24","21","10","17","14","6","4","8","8","10","18","23","15","24","8","20",NULL,"0","80","20","42.188","71",NULL,"45","33","66","35.294","45","46","59","52","40","63","59.375","75","67","34","68","15.789","37","79","53","76","67","64.706","62","7","31","29","19","72","50","27","63","81","52","82.353","67","62","36","68","48","40","32","52","80","40","56","76","9","92","80","36","64","52","20","12","28","28","36","68","88","56","92","28"
"80","kan","1971","10","3","-1.7","3","Division","2","302","4190","859","4.9","240","183","337","2347","15","13","6.3","119","487","1843","14","3.8","108","26","208","3768","813","4.6","223","209","418","2468","11","27","5.5","125","367","1300","9","3.5","73","33","8","9","8","18","7","10","4","7","8","12","9","18","4","5","7","10","25","24","5","3","11","3","3","7","7","16","36",NULL,"0","90","0","25","43",NULL,"53","52","66","58.824","53","43","40","55","47","11","75","65","79","56","42","36.842","63","11","27","52","44","47.059","54","69","97","74","13","89","54.167","84","7","14","30","17.647","17","38","28","32","28","68","24","36","12","24","28","44","35","68","12","16","24","36","96","92","16","8","40","8","8","24","24","60"
"85","was","1971","9","4","-1","0","Division","2","276","4030","828","4.9","212","182","334","2273","13","15","6.5","112","477","1757","8","3.7","77","35","190","3523","855","4.1","213","191","411","2127","11","29","4.8","119","408","1396","7","3.4","73","41","12","13","17","19","10","17","8","5","12","14","21","20","11","4","4","7","24","12","5","1","4","5","4","3","4","6","56",NULL,"0","80","10","35.938","0",NULL,"41","43","43","58.824","26","42","38","51","33","19","81.25","56","74","49","11","31.579","21","43","20","38","71","17.647","44","48","92","43","13","100","25","70","27","20","22","11.765","17","66","44","48","64","72","36","64","28","16","44","52","87","76","40","12","12","24","92","44","16","0","12","16","12","8","12","20"
"89","min","1971","11","3","-1.1","2","Division","2","245","3350","846","4","198","157","334","1655","9","18","4.6","95","484","1695","14","3.5","89","30","139","3406","879","3.9","194","206","405","1806","10","27","4.2","88","447","1600","2","3.6","88","45","18","23","23","19","25","25","11","23","11","17","9","22","7","1","2","2","21","3","3","3","1","11","6","1","8","3","72",NULL,"0","100","0","34.375","29",NULL,"27","5","56","5.882","13","26","38","16","7","30","21.875","35","77","45","42","21.053","37","25","0","31","87","5.882","26","66","86","15","6","89","0","0","45","35","0","23.529","35","79","68","88","88","72","96","96","40","88","40","64","35","84","24","0","4","4","80","8","8","8","0","40","20","0","28","8"
"103","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"106","rai","1972","10","3","-0.3","6","Division","2","365","4745","915","5.2","297","198","370","2369","23","15","6","122","521","2376","20","4.6","145","32","248","3916","844","4.6","227","166","348","2152","14","25","5.7","104","469","1764","9","3.8","97","37","3","3","1","13","7","2","8","9","5","3","3","4","11","8","12","11","13","13","9","4","14","14","10","4","4","6","36",NULL,"0","69","23","55.556","43",NULL,"92","84","100","68.421","100","79","68","76","80","32","55.556","87","67","66","75","70.588","75","45","28","32","45","23.529","40","39","43","48","41","86","41.379","39","50","21","14","25","30","58","8","8","0","48","24","4","29","32","16","8","8","12","40","28","44","40","48","48","32","12","52","54","36","12","12","20"
"115","gnb","1972","10","4","1.5","3","Division","2","304","3539","798","4.4","195","101","237","1412","7","9","5.6","72","544","2127","17","3.9","109","19","226","3474","812","4.3","209","174","340","1957","7","17","5.3","109","443","1517","14","3.4","85","36","11","22","23","25","25","26","1","15","2","7","6","19","1","4","2","4","11","8","1","16","11","9","2","15","1","7","72",NULL,"0","69","31","80.556","21",NULL,"66","19","27","26.316","12","15","13","18","0","0","44.444","23","75","52","63","29.412","40","0","20","9","25","5.882","23","48","35","28","0","50","27.586","48","34","0","38","0","13","54","40","84","88","96","96","100","0","56","4","24","20","72","0","12","4","12","40","28","0","60","40","33","4","56","0","24"
"119","sfo","1972","8","5","-1","2","Division","2","353","4351","847","5.1","234","217","380","2735","27","24","6.8","129","445","1616","11","3.6","87","37","249","4026","858","4.7","221","169","366","2179","14","19","5.3","105","446","1847","12","4.1","96","36","4","8","16","8","2","1","23","5","20","21","18","24","19","9","14","7","20","15","9","12","9","11","13","10","15","7","88",NULL,"0","54","38","45.833","14",NULL,"87","63","58","63.158","46","91","72","97","100","79","77.778","96","39","22","38","11.765","19","62","28","37","53","29.412","34","42","59","51","41","59","27.586","41","36","28","29","43.75","28","54","12","28","60","28","4","0","92","16","76","80","68","92","72","32","52","24","76","56","32","44","32","42","48","36","56","24"
"128","cin","1973","10","4","-1","6","Division","2","286","4512","871","5.2","252","180","332","2276","18","12","6.4","108","515","2236","13","4.3","124","26","231","3705","840","4.4","219","182","338","1898","9","18","5","97","459","1807","15","3.9","109","34","11","5","6","13","8","7","3","3","10","7","12","6","2","11","8","10","15","13","3","11","11","7","8","17","8","10","20",NULL,"0","82","18","28.358","100",NULL,"55","78","56","93.75","61","47","45","64","64","14","85.294","55","47","50","53","60","48","19","27","34","48","36.842","34","41","55","35","19","30","45.455","33","44","34","56","33.333","54","38","40","16","20","48","28","24","8","8","36","24","44","20","4","40","28","36","56","48","8","40","40","24","28","64","28","36"
"129","pit","1973","10","4","-1","2","Division","2","347","4070","894","4.6","217","140","309","1927","20","26","5.7","89","555","2143","12","3.9","111","40","210","3324","880","3.8","210","164","359","1672","11","37","4.3","91","488","1652","8","3.4","95","55","4","11","18","18","15","5","23","11","3","8","14","17","22","8","4","7","18","5","5","1","4","9","5","6","4","1","24",NULL,"0","82","18","28.358","33",NULL,"82","53","69","56.25","28","25","36","46","73","81","64.706","33","62","44","47","40","35","63","20","17","67","5.263","28","25","67","22","29","100","24.242","27","58","24","17","5.556","34","100","12","40","68","68","56","16","92","40","8","28","52","64","84","28","12","24","68","16","16","0","12","32","16","20","12","0"
"137","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"145","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"149","mia","1974","11","3","-1.8","3","Division","2","327","4275","884","4.8","272","171","283","2084","18","18","6.6","118","570","2191","25","3.8","134","31","216","3806","807","4.7","208","200","372","2182","14","16","5.4","117","404","1624","7","4","83","33","3","11","3","25","16","7","11","2","1","4","1","13","10","6","8","4","14","16","13","19","16","2","7","2","16","12","0",NULL,"0","90","10","6.667","50",NULL,"89","68","46","68.421","81","33","15","52","58","43","100","46","100","76","100","50","82","37","21","42","3","61.111","21","59","53","59","43","37","53.125","58","9","26","18","57.143","26","48","8","40","8","96","60","24","40","4","0","12","0","48","36","20","28","12","52","60","52","72","60","4","24","4","60","44"
"150","buf","1974","9","5","-0.4","0","Division","2","264","3586","829","4.3","220","128","251","1492","14","15","5.3","85","545","2094","11","3.8","118","29","244","3489","832","4.2","219","146","311","1611","11","20","4.7","97","489","1878","19","3.8","96","31","12","23","20","26","25","12","7","15","5","9","18","14","7","12","5","7","3","3","4","12","4","16","14","22","13","16","4",NULL,"0","70","30","37.778","0",NULL,"63","36","14","42.105","38","0","0","12","42","30","61.765","0","86","67","26","50","59","32","39","24","18","33.333","31","9","7","12","21","58","31.25","24","44","46","88","42.857","43","41","44","88","76","100","96","44","24","56","16","32","68","52","24","44","16","24","8","8","13","44","12","60","52","84","48","60"
"162","was","1974","10","4","1.4","2","Division","2","320","4245","908","4.7","249","254","413","2802","22","11","6.4","156","470","1443","11","3.1","77","20","196","3285","844","3.9","210","197","399","1846","13","25","4.3","114","414","1439","7","3.5","79","40","4","12","10","3","1","2","2","5","14","23","18","26","2","4","2","5","19","5","8","3","2","3","3","2","6","4","52",NULL,"0","80","20","77.778","33",NULL,"86","66","61","63.158","62","97","77","100","75","13","94.118","100","42","8","26","0","1","8","9","12","26","16.667","23","56","73","32","36","84","18.75","53","13","11","18","21.429","21","74","12","44","36","8","0","4","4","16","52","88","68","100","4","12","4","16","72","16","30","8","4","8","8","4","20","12"
"163","crd","1974","10","4","1","1","Division","2","285","4314","873","4.9","247","201","391","2358","20","8","5.8","117","466","1956","12","4.2","120","17","218","4251","909","4.7","249","230","413","2363","11","16","5.3","122","461","1888","15","4.1","108","25","9","10","11","8","7","4","1","12","16","13","16","5","1","8","17","18","23","19","4","19","12","9","15","12","19","22","56",NULL,"0","80","20","68.889","17",NULL,"71","69","40","73.684","60","56","67","70","67","0","76.471","45","40","54","32","78.571","62","0","23","67","67","61.111","60","86","84","75","21","37","50","66","33","46","65","64.286","58","19","32","36","40","28","24","12","0","44","60","48","60","16","0","28","64","68","88","72","13","72","44","32","56","44","72","84"
"175","clt","1975","10","4","-0.4","9","Division","2","395","4498","928","4.8","266","211","354","2281","19","8","5.8","114","536","2217","28","4.1","131","18","269","4173","905","4.6","242","193","393","2352","17","29","5.2","124","453","1821","17","4","101","41","2","12","11","19","13","7","1","11","9","8","1","9","1","10","12","8","17","13","16","2","10","5","7","17","17","8","0",NULL,"0","80","20","51.064","0",NULL,"90","58","51","59.091","59","40","42","43","57","0","65.714","38","52","47","100","41.176","65","0","45","44","46","33.333","43","41","59","50","47","76","29.268","53","31","24","62","42.857","31","81","4","44","40","72","48","25","0","40","32","28","0","32","0","36","44","28","64","48","60","4","36","16","24","67","64","28"
"181","cin","1975","11","3","0.2","1","Division","2","340","5060","966","5.2","295","255","433","3241","23","14","6.9","166","499","1819","20","3.6","107","34","246","3923","889","4.4","241","175","389","1729","11","22","4.2","107","473","2194","15","4.6","115","44","9","2","4","6","1","4","4","2","13","17","6","23","8","6","7","7","14","2","3","10","3","6","18","12","24","2","24",NULL,"0","90","10","57.447","17",NULL,"69","82","69","77.273","82","78","86","100","76","23","97.143","100","35","19","68","11.765","38","50","37","33","39","23.81","42","17","56","7","12","48","4.878","24","40","55","52","85.714","49","95","32","4","12","20","0","13","12","4","48","64","20","88","28","20","24","24","52","4","8","36","8","20","68","46","92","4"
"188","crd","1975","11","3","-2.2","3","Division","2","356","4955","918","5.4","276","187","355","2553","20","20","7","128","555","2402","19","4.3","131","39","276","4595","957","4.8","284","233","446","2670","16","22","5.7","142","487","1925","16","4","118","37","7","5","7","18","6","6","15","1","8","6","7","3","17","11","18","21","26","24","12","10","16","11","10","15","11","13","52",NULL,"0","90","10","31.915","50",NULL,"75","78","46","86.364","67","19","42","59","62","46","100","55","60","60","64","52.941","65","66","47","63","66","42.857","77","95","100","72","41","48","41.463","84","47","33","57","42.857","53","62","24","16","24","68","20","21","56","0","28","20","24","8","64","40","68","80","100","92","44","36","60","40","36","58","40","48"
"193","min","1975","12","2","-5.2","1","Division","2","377","4955","1031","4.8","314","281","446","2861","27","14","6","156","556","2094","18","3.8","142","26","180","3153","789","4","190","175","360","1621","14","28","4","93","383","1532","7","4","77","42","3","5","3","4","3","3","4","10","7","10","8","20","3","3","1","1","5","1","7","3","1","1","1","2","14","6","72",NULL,"0","100","0","0","17",NULL,"83","78","100","59.091","97","100","93","78","95","23","71.429","88","61","38","60","23.529","77","25","15","0","0","4.762","0","17","34","0","29","72","0","0","0","0","14","42.857","0","86","8","16","8","12","8","8","12","36","24","36","28","76","8","8","0","0","16","0","24","8","0","0","0","4","52","20"
"201","nwe","1976","11","3","-1.4","6","Division","2","376","4694","919","5.1","260","146","309","1746","18","20","5.3","95","591","2948","24","5","150","36","236","4022","946","4.3","258","229","437","2175","16","23","4.5","134","462","1847","12","4","102","50","2","8","10","25","20","7","19","14","3","2","3","1","17","11","11","17","28","16","16","7","5","5","8","8","16","1","0",NULL,"0","85","15","27.451","60",NULL,"86","76","39","80","59","16","16","22","42","50","45","33","78","99","68","100","86","43","34","34","64","26.316","54","92","100","55","42","61","12.5","94","18","27","37","40","34","100","4","26","35","89","70","22","67","48","7","4","7","0","59","37","37","59","100","56","56","24","15","15","26","26","56","0"
"202","clt","1976","11","3","-2.5","1","Division","2","417","5236","956","5.5","301","215","361","2933","24","10","7.5","144","565","2303","26","4.1","133","28","246","4187","866","4.8","229","192","372","2343","16","15","5.5","126","438","1844","11","4.2","83","36","1","1","3","15","1","2","1","1","7","7","2","16","2","13","15","9","15","22","16","18","17","2","7","5","20","14","4",NULL,"0","85","15","5.882","0",NULL,"100","100","63","100","95","63","41","100","65","0","100","91","68","57","75","40","67","17","37","42","17","52.632","33","55","48","70","42","26","43.75","81","5","27","32","50","14","46","0","0","8","52","0","4","0","0","22","22","4","56","4","44","52","30","52","78","56","68","59","4","22","15","70","48"
"215","dal","1976","11","3","-2.8","0","Division","2","296","4884","958","5.1","269","222","390","2737","17","13","6.5","140","538","2147","16","4","111","29","194","3730","919","4.1","246","187","391","1909","12","16","4.4","111","484","1821","12","3.8","113","28","10","4","7","8","6","9","5","5","12","12","9","17","4","5","7","13","22","7","8","16","4","7","6","8","6","20","52",NULL,"0","85","15","0","0",NULL,"59","84","64","80","67","67","56","87","38","15","75","86","59","47","39","33.333","43","20","19","20","48","15.789","45","50","63","31","21","30","9.375","56","30","26","37","30","45","15","33","11","23","26","19","30","15","15","41","41","30","59","11","15","22","44","78","22","26","60","11","22","19","26","19","70"
"216","was","1976","10","4","-2.3","4","Division","2","291","4096","956","4.3","255","187","370","1985","20","20","4.9","122","548","2111","10","3.9","114","43","217","4122","953","4.3","215","146","354","1917","11","26","4.8","91","555","2205","12","4","109","47","11","17","14","13","16","5","19","18","9","14","21","20","24","9","13","5","10","9","4","2","11","22","19","8","14","3","56",NULL,"0","77","23","9.804","40",NULL,"57","49","63","40","55","44","46","38","50","50","35","65","62","45","18","26.667","47","67","27","38","68","26.316","23","9","33","31","16","74","21.875","24","68","53","37","40","41","88","37","59","50","44","56","15","67","63","30","48","74","70","85","30","44","15","33","30","11","4","37","78","67","26","48","7"
"229","clt","1977","10","4","-0.3","1","Division","2","295","4588","987","4.6","269","224","395","2465","17","12","5.9","136","566","2123","17","3.8","111","26","221","3988","852","4.7","210","181","382","2190","10","30","5.1","116","423","1798","11","4.3","78","47","6","6","5","2","3","8","3","6","7","9","8","17","4","11","17","6","26","21","3","2","13","2","9","10","24","3","0",NULL,"0","80","20","44.737","0",NULL,"77","89","79","73.684","74","96","65","95","70","9","78.125","93","53","50","78","43.75","42","7","38","44","23","76.923","16","44","72","79","19","96","51.852","73","7","19","33","71.429","1","81","19","19","15","4","7","26","7","19","22","30","26","59","11","37","59","19","93","74","7","4","44","4","30","33","85","7"
"234","pit","1977","9","5","3.4","1","Division","2","283","4645","949","4.9","266","173","341","2387","17","21","6.5","124","581","2258","20","3.9","122","49","243","3692","882","4.2","228","157","357","1969","16","31","5.1","112","493","1723","9","3.5","80","44","7","4","7","16","5","8","13","2","6","7","2","13","27","17","7","14","16","12","22","1","11","8","5","7","5","5","19",NULL,"0","70","30","93.421","17",NULL,"73","92","60","89.474","72","43","35","89","70","50","96.875","76","59","60","94","50","56","86","47","27","40","38.462","32","19","56","57","56","100","51.852","65","38","13","22","14.286","3","72","22","11","22","56","15","26","44","4","19","22","4","44","96","59","22","48","56","41","78","0","37","26","15","22","15","15"
"249","chi","1977","9","5","-3.7","6","Division","2","255","4655","930","5","247","161","305","1844","11","18","5.6","94","599","2811","18","4.7","141","35","253","4285","948","4.5","241","182","377","2127","7","18","5.3","106","544","2158","14","4","124","31","13","3","10","25","21","20","11","12","4","1","6","1","15","19","22","17","22","19","1","20","17","19","20","18","18","19","74",NULL,"0","70","30","0","100",NULL,"61","93","50","94.737","58","31","15","46","40","36","68.75","35","66","100","83","100","81","38","51","60","76","61.538","44","45","69","73","0","43","59.259","55","60","44","50","50","51","36","44","7","33","89","74","70","37","41","11","0","19","0","52","67","78","59","78","67","0","70","59","67","70","63","63","67"
"253","ram","1977","10","4","-2.7","0","Division","2","302","4591","985","4.7","270","182","339","2016","16","11","5.5","112","621","2575","19","4.1","139","28","146","3575","868","4.1","203","180","370","1877","11","25","4.6","94","462","1698","7","3.7","90","41","4","5","4","17","13","11","2","13","2","3","4","7","7","2","4","2","19","9","7","6","5","5","4","3","11","7","89",NULL,"0","80","20","13.158","0",NULL,"80","90","78","78.947","74","53","34","59","65","5","65.625","60","75","83","89","62.5","78","14","7","20","32","30.769","10","43","64","48","25","74","33.333","33","24","12","11","28.571","14","64","11","15","11","59","44","37","4","44","4","7","11","22","22","4","11","4","67","30","22","19","15","15","11","7","37","22"
"257","nwe","1978","11","5","0.5","0","Division","2","358","5965","1085","5.5","322","196","390","2800","15","25","6.8","125","671","3165","30","4.7","181","46","286","4615","971","4.8","258","235","425","2763","21","22","6","143","511","1852","14","3.6","100","43","4","1","3","17","9","18","19","1","1","1","1","1","22","13","9","6","11","21","23","13","21","5","4","9","6","8","0",NULL,"0","75","25","56.25","0",NULL,"84","100","77","100","81","22","16","66","38","45","100","35","100","100","100","100","100","48","40","36","11","46.667","28","69","63","65","60","50","48.276","55","17","9","31","14.286","19","57","11","0","7","59","30","65","67","0","0","0","0","0","78","44","30","19","37","74","81","44","74","15","11","30","19","26"
"266","den","1978","10","6","-0.2","0","Division","2","282","4829","1040","4.6","294","217","391","2378","17","17","5.4","137","601","2451","15","4.1","129","34","198","4449","1017","4.4","251","246","438","2470","9","31","5.3","120","549","1979","12","3.6","106","44","15","14","10","16","17","10","4","14","8","8","17","11","4","2","6","4","17","14","1","2","12","8","6","5","4","7","33",NULL,"0","67","33","41.667","0",NULL,"38","48","52","47.059","57","33","16","40","48","5","48.148","50","58","56","29","64.706","43","12","1","28","37","20","22","81","70","41","0","95","24.138","23","36","17","19","14.286","26","61","52","48","33","56","59","35","11","48","26","26","59","37","11","4","19","11","59","48","0","4","41","26","19","15","11","22"
"276","min","1978","8","7","0.6","0","Division","2","294","4779","1127","4.2","308","352","592","3243","25","34","5.2","176","505","1536","10","3","102","51","306","4806","1034","4.6","278","240","442","2690","15","22","5.7","137","559","2116","20","3.8","120","43","12","17","7","1","2","3","27","19","28","28","25","28","26","20","14","12","19","19","9","13","15","11","10","21","12","8","70",NULL,"0","50","42","58.333","0",NULL,"45","45","100","23.529","69","100","100","92","86","90","40.741","100","0","0","5","0","13","64","49","45","46","33.333","48","74","73","59","30","50","37.931","46","41","26","69","28.571","42","57","41","59","22","0","4","8","96","67","100","100","89","100","93","70","48","41","67","67","30","44","52","37","33","74","41","26"
"282","atl","1978","9","7","-1.5","0","Division","2","240","4062","1038","3.9","253","221","449","2402","11","23","4.8","133","533","1660","13","3.1","90","41","290","4431","1069","4.1","267","215","444","2364","11","12","4.8","113","578","2067","21","3.6","117","37","26","26","24","8","16","24","18","25","23","27","21","27","17","14","5","8","23","9","4","28","4","16","8","24","3","20","93",NULL,"0","58","42","14.583","0",NULL,"13","12","51","5.882","23","35","40","42","19","35","25.926","45","17","8","19","5.882","0","33","42","27","66","0","37","49","74","33","10","0","6.897","13","51","23","75","14.286","39","30","93","93","85","26","56","88","63","89","81","96","74","96","59","48","15","26","81","30","11","100","11","56","26","85","7","70"
"285","mia","1979","10","6","-0.9","0","Division","2","341","4950","1006","4.9","297","235","416","2763","20","22","6.2","140","561","2187","19","3.9","126","37","257","4439","938","4.7","238","230","418","2737","17","23","6","135","484","1702","9","3.5","87","38","11","16","17","21","14","9","12","9","12","17","9","17","12","4","4","1","4","12","9","10","19","2","2","2","5","14","0",NULL,"0","80","20","46.667","0",NULL,"62","47","34","52.632","58","29","23","49","57","56","70","45","62","55","53","46.154","56","44","11","25","0","47.059","0","25","19","32","30","48","61.538","28","5","1","5","7.692","0","56","37","56","59","74","48","30","41","30","41","59","30","59","41","11","11","0","11","41","30","33","67","4","4","4","15","48"
"294","sdg","1979","12","4","1.5","2","Division","2","411","5583","1053","5.3","330","338","541","3915","24","25","6.8","192","481","1668","25","3.5","114","35","246","4456","989","4.5","268","261","472","2549","11","28","5","132","475","1907","19","4","117","46","2","5","5","5","1","6","22","3","25","27","2","26","8","2","5","7","19","7","1","3","5","1","8","17","15","3","33",NULL,"0","100","0","73.333","67",NULL,"97","73","59","73.684","84","87","75","100","74","75","90","93","21","5","84","15.385","41","37","5","26","29","35.294","27","47","48","23","0","71","23.077","24","0","18","58","46.154","40","85","4","15","15","15","0","19","78","7","89","96","4","93","26","4","15","22","67","22","0","7","15","0","26","59","52","7"
"299","phi","1979","11","5","-0.9","1","Division","2","339","5031","1011","5","292","209","410","2610","21","13","5.9","150","567","2421","17","4.3","122","29","282","4745","1019","4.7","274","243","459","2474","18","22","4.9","125","515","2271","16","4.4","128","33","12","15","18","22","19","8","1","15","10","9","11","6","2","9","9","11","12","4","11","13","4","8","18","12","23","22","52",NULL,"0","90","10","46.667","33",NULL,"61","51","36","57.895","54","15","20","42","61","0","60","54","65","78","42","76.923","51","15","24","41","46","47.059","32","34","41","20","35","43","19.231","16","24","48","42","76.923","55","37","41","52","63","78","67","26","0","52","33","30","37","19","4","30","30","37","41","11","37","44","11","26","63","41","81","78"
"300","dal","1979","11","5","-0.3","3","Division","2","371","5968","1122","5.3","339","287","503","3593","29","13","6.6","195","578","2375","15","4.1","122","34","313","4586","978","4.7","259","207","435","2471","21","13","5.2","134","500","2115","15","4.2","105","23","5","2","2","8","4","2","1","4","8","10","18","11","6","12","8","3","6","3","15","28","8","4","11","10","20","28","56",NULL,"0","90","10","53.333","100",NULL,"77","88","97","73.684","91","58","59","86","96","0","83.333","95","71","74","32","61.538","51","33","41","32","23","47.059","19","10","28","19","50","0","30.769","26","15","35","37","61.538","24","0","15","4","4","26","11","4","0","11","26","33","63","37","19","41","26","7","19","7","52","100","26","11","37","33","70","100"
