"id","team","year","wins","losses","sos","winstreak","playoffs","playoffNum","oPts","oYds","oPly","oYpp","oFD","oPaCmp","oPaAtt","oPaYds","oPaTD","oPaInt","oPaYpa","oPaFD","oRuAtt","oRuYds","oRuTD","oRuYpa","oRuFD","oTO","dPts","dYds","dPly","dYpp","dFD","dPaCmp","dPaAtt","dPaYds","dPaTD","dPaInt","dPaYpa","dPaFD","dRuAtt","dRuYds","dRuTD","dRuYpa","dRuFD","dTO","oPtsRk","oYdsRk","oFDRk","oPaAttRk","oPaYdsRk","oPaTDRk","oPaIntRk","oPaYpaRk","oRuAttRk","oRuYdsRk","oRuTDRk","oRuYpaRk","oTORk","dPtsRk","dYdsRk","dFDRk","dPaAttRk","dPaYdsRk","dPaTDRk","dPaIntRk","dPaYpaRk","dRuAttRk","dRuYdsRk","dRuTDRk","dRuYpaRk","dTORk","scaleid","scaleteam","scaleyear","scalewins","scalelosses","scalesos","scalewinstreak","scaleplayoffs","scaleoPts","scaleoYds","scaleoPly","scaleoYpp","scaleoFD","scaleoPaCmp","scaleoPaAtt","scaleoPaYds","scaleoPaTD","scaleoPaInt","scaleoPaYpa","scaleoPaFD","scaleoRuAtt","scaleoRuYds","scaleoRuTD","scaleoRuYpa","scaleoRuFD","scaleoTO","scaledPts","scaledYds","scaledPly","scaledYpp","scaledFD","scaledPaCmp","scaledPaAtt","scaledPaYds","scaledPaTD","scaledPaInt","scaledPaYpa","scaledPaFD","scaledRuAtt","scaledRuYds","scaledRuTD","scaledRuYpa","scaledRuFD","scaledTO","scaleoPtsRk","scaleoYdsRk","scaleoFDRk","scaleoPaAttRk","scaleoPaYdsRk","scaleoPaTDRk","scaleoPaIntRk","scaleoPaYpaRk","scaleoRuAttRk","scaleoRuYdsRk","scaleoRuTDRk","scaleoRuYpaRk","scaleoTORk","scaledPtsRk","scaledYdsRk","scaledFDRk","scaledPaAttRk","scaledPaYdsRk","scaledPaTDRk","scaledPaIntRk","scaledPaYpaRk","scaledRuAttRk","scaledRuYdsRk","scaledRuTDRk","scaledRuYpaRk","scaledTORk"
"5742","sfo","2002","10","6","-0.4","0","Division","2","367","5701","1082","5.3","342","354","571","3457","23","10","5.8","182","489","2244","16","4.6","141","17","351","5158","978","5.3","307","340","552","3506","23","19","6","188","394","1652","14","4.2","96","27","13","8","8","10","14","14","2","17","5","6","11","6","3","18","14","18","20","22","18","8","21","6","7","11","16","18","90",NULL,"0","80","20","48.889","0",NULL,"61","80","92","62.5","85","65","66","55","67","6","51.724","59","78","77","50","66.667","100","7","60","51","19","61.111","54","56","60","56","57","45","55.556","59","23","26","56","41.667","32","31","39","23","23","29","42","42","3","52","13","16","33","16","6","55","42","55","61","68","55","24","65","16","19","32","48","55"
"5743","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5744","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5745","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5746","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5747","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5748","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5749","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5750","atl","2002","9","6","-0.4","0","Division","2","402","5535","1038","5.3","316","268","479","3167","18","12","6.1","163","523","2368","23","4.5","123","27","314","5334","1002","5.3","288","285","514","3287","23","24","5.9","171","441","2047","12","4.6","97","39","5","14","13","25","23","24","7","10","2","4","4","9","11","8","19","10","8","16","18","3","17","17","23","6","28","2","81",NULL,"0","70","20","48.889","0",NULL,"74","74","67","62.5","68","18","17","42","39","17","62.069","41","96","88","85","61.905","78","40","45","59","33","61.111","40","18","37","44","57","68","51.852","42","55","63","44","75","34","77","13","42","39","77","71","74","19","29","3","10","10","26","32","23","58","29","23","48","55","7","52","52","71","16","87","3"
"5823","oti","2003","12","4","-0.5","3","Division","2","435","5501","1013","5.4","310","315","502","3878","30","9","7.4","211","486","1623","11","3.3","84","21","324","4901","926","5.3","275","332","546","3606","20","21","6.2","167","342","1295","10","3.8","79","34","5","8","10","22","5","3","2","1","9","26","20","31","4","13","12","9","27","30","16","8","25","1","1","6","7","8","29",NULL,"0","80","20","42.857","25",NULL,"81","61","70","62.5","66","60","43","84","91","6","100","99","63","21","22","0","23","14","40","41","10","64.706","44","89","58","83","36","60","59.091","67","0","0","25","30","17","57","13","23","29","68","13","6","3","0","26","81","66","97","10","39","35","26","84","94","48","23","77","0","0","16","19","23"
"5824","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5825","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5826","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5827","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5828","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5829","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5830","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5831","ram","2003","12","4","-1.6","0","Division","2","447","5457","1054","5.2","335","377","600","3961","23","23","6.2","211","411","1496","19","3.6","97","39","328","5052","964","5.2","272","296","510","3072","23","24","5.6","164","412","1980","9","4.8","92","46","2","9","5","2","3","11","31","11","28","30","4","28","32","17","16","7","16","12","22","4","11","5","20","4","29","1","90",NULL,"0","80","20","16.667","0",NULL,"86","59","95","50","88","98","92","89","61","94","55.556","99","20","12","52","16.667","44","100","42","49","33","58.824","41","55","38","38","48","75","31.818","62","35","56","19","80","36","100","3","26","13","3","6","32","97","32","87","94","10","87","100","52","48","19","48","35","68","10","32","13","61","10","90","0"
"5832","gnb","2003","10","6","-0.3","4","Division","2","442","5798","999","5.8","315","310","473","3240","32","21","6.6","166","507","2558","18","5","127","32","307","5101","1036","4.9","288","326","589","3400","18","21","5.5","172","413","1701","10","4.1","91","32","4","4","7","27","16","1","26","5","5","3","5","2","25","11","17","14","31","23","9","8","10","6","10","6","16","10","65",NULL,"0","60","40","47.619","33",NULL,"84","76","62","87.5","70","57","29","51","100","81","70.37","49","74","91","48","94.444","91","67","32","51","78","41.176","56","84","83","66","28","60","27.273","75","35","33","25","45","35","50","10","10","19","84","48","0","81","13","13","6","14","3","77","32","52","42","97","71","26","23","29","16","29","16","48","29"
"5833","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5834","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5835","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5836","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5837","gnb","2003","10","6","-0.3","4","Division","2","442","5798","999","5.8","315","310","473","3240","32","21","6.6","166","507","2558","18","5","127","32","307","5101","1036","4.9","288","326","589","3400","18","21","5.5","172","413","1701","10","4.1","91","32","4","4","7","27","16","1","26","5","5","3","5","2","25","11","17","14","31","23","9","8","10","6","10","6","16","10","65",NULL,"0","60","40","47.619","33",NULL,"84","76","62","87.5","70","57","29","51","100","81","70.37","49","74","91","48","94.444","91","67","32","51","78","41.176","56","84","83","66","28","60","27.273","75","35","33","25","45","35","50","10","10","19","84","48","0","81","13","13","6","14","3","77","32","52","42","97","71","26","23","29","16","29","16","48","29"
"5838","kan","2003","13","3","-1.2","1","Division","2","484","5910","1003","5.9","348","339","536","3981","24","12","7.1","201","446","1929","32","4.3","120","18","332","5707","1054","5.4","322","332","565","3363","19","25","5.6","184","453","2344","18","5.2","120","37","1","2","1","7","2","10","5","2","16","15","1","11","1","19","29","27","29","20","13","3","12","18","30","26","32","4","39",NULL,"0","90","10","26.19","8",NULL,"100","81","64","93.75","100","74","60","90","65","25","88.889","88","40","44","100","55.556","80","0","44","80","89","70.588","87","89","69","63","32","80","31.818","95","55","86","75","100","79","68","0","3","0","19","3","29","13","3","48","45","0","32","0","58","90","84","90","61","39","6","35","55","94","81","100","10"
"5911","ram","2004","8","8","-1.4","2","Division","2","319","5877","1011","5.8","321","372","580","4253","23","22","6.8","203","381","1624","11","4.3","96","39","392","5353","1006","5.3","311","292","492","3174","24","6","6","172","480","2179","13","4.5","118","15","19","6","8","5","5","13","28","10","30","25","17","13","29","25","17","22","9","11","19","32","15","23","29","17","25","31","94",NULL,"0","46","54","21.538","14",NULL,"30","72","54","67.857","54","94","93","85","33","78","61.364","70","19","24","20","50","37","88","70","61","65","50","58","38","34","37","53","0","42.308","47","68","87","50","87.5","69","0","58","16","23","13","13","39","87","29","94","77","53","39","90","77","52","68","26","32","58","100","45","71","90","53","77","100"
"5912","nyj","2004","10","6","2.1","0","Division","2","333","5438","996","5.5","313","282","438","3050","19","11","6.5","163","527","2388","15","4.5","135","16","261","4878","966","5","282","289","497","3312","21","19","6.2","169","432","1566","8","3.6","87","33","17","12","10","30","22","20","3","11","3","3","8","4","1","4","7","8","10","14","15","9","18","11","5","5","4","8","3",NULL,"0","62","38","75.385","0",NULL,"35","56","45","57.143","49","39","33","35","24","17","54.545","36","69","79","36","62.5","96","0","5","37","44","35","36","35","36","45","37","65","50","43","42","26","22","31.25","27","75","52","35","29","94","68","61","6","32","6","6","23","10","0","10","19","23","29","42","45","26","55","32","13","13","10","23"
"5913","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5914","nyj","2004","10","6","2.1","0","Division","2","333","5438","996","5.5","313","282","438","3050","19","11","6.5","163","527","2388","15","4.5","135","16","261","4878","966","5","282","289","497","3312","21","19","6.2","169","432","1566","8","3.6","87","33","17","12","10","30","22","20","3","11","3","3","8","4","1","4","7","8","10","14","15","9","18","11","5","5","4","8","3",NULL,"0","62","38","75.385","0",NULL,"35","56","45","57.143","49","39","33","35","24","17","54.545","36","69","79","36","62.5","96","0","5","37","44","35","36","35","36","45","37","65","50","43","42","26","22","31.25","27","75","52","35","29","94","68","61","6","32","6","6","23","10","0","10","19","23","29","42","45","26","55","32","13","13","10","23"
"5915","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5916","nyj","2004","10","6","2.1","0","Division","2","333","5438","996","5.5","313","282","438","3050","19","11","6.5","163","527","2388","15","4.5","135","16","261","4878","966","5","282","289","497","3312","21","19","6.2","169","432","1566","8","3.6","87","33","17","12","10","30","22","20","3","11","3","3","8","4","1","4","7","8","10","14","15","9","18","11","5","5","4","8","3",NULL,"0","62","38","75.385","0",NULL,"35","56","45","57.143","49","39","33","35","24","17","54.545","36","69","79","36","62.5","96","0","5","37","44","35","36","35","36","45","37","65","50","43","42","26","22","31.25","27","75","52","35","29","94","68","61","6","32","6","6","23","10","0","10","19","23","29","42","45","26","55","32","13","13","10","23"
"5917","nyj","2004","10","6","2.1","0","Division","2","333","5438","996","5.5","313","282","438","3050","19","11","6.5","163","527","2388","15","4.5","135","16","261","4878","966","5","282","289","497","3312","21","19","6.2","169","432","1566","8","3.6","87","33","17","12","10","30","22","20","3","11","3","3","8","4","1","4","7","8","10","14","15","9","18","11","5","5","4","8","3",NULL,"0","62","38","75.385","0",NULL,"35","56","45","57.143","49","39","33","35","24","17","54.545","36","69","79","36","62.5","96","0","5","37","44","35","36","35","36","45","37","65","50","43","42","26","22","31.25","27","75","52","35","29","94","68","61","6","32","6","6","23","10","0","10","19","23","29","42","45","26","55","32","13","13","10","23"
"5918","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5919","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5920","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5921","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5922","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
"5923","nyj","2004","10","6","2.1","0","Division","2","333","5438","996","5.5","313","282","438","3050","19","11","6.5","163","527","2388","15","4.5","135","16","261","4878","966","5","282","289","497","3312","21","19","6.2","169","432","1566","8","3.6","87","33","17","12","10","30","22","20","3","11","3","3","8","4","1","4","7","8","10","14","15","9","18","11","5","5","4","8","3",NULL,"0","62","38","75.385","0",NULL,"35","56","45","57.143","49","39","33","35","24","17","54.545","36","69","79","36","62.5","96","0","5","37","44","35","36","35","36","45","37","65","50","43","42","26","22","31.25","27","75","52","35","29","94","68","61","6","32","6","6","23","10","0","10","19","23","29","42","45","26","55","32","13","13","10","23"
"5924","min","2004","8","8","-2.3","0","Division","2","405","6339","985","6.4","351","380","552","4516","39","12","7.6","225","387","1823","8","4.7","98","21","395","5902","1018","5.8","350","338","544","3896","30","11","6.7","220","435","2006","15","4.6","110","22","6","4","4","8","2","2","7","2","28","18","29","2","5","26","28","31","27","29","27","28","28","13","21","21","28","25","68",NULL,"0","46","54","7.692","0",NULL,"60","88","38","89.286","72","99","81","96","71","22","79.545","89","21","38","8","75","40","19","72","88","72","75","87","73","64","81","84","25","69.231","100","43","70","61","93.75","58","29","16","10","10","23","3","3","19","3","87","55","93","3","13","81","87","97","84","90","84","87","87","39","65","67","87","80"
